org_name,repo_name,repo_url,description,language,star,forks,daily_star,date,trending_category
JetBrains,compose-multiplatform,https://github.com/JetBrains/compose-multiplatform,"Compose Multiplatform, a modern UI framework for Kotlin that makes building performant and beautiful user interfaces easy and enjoyable.",Kotlin,16284.0,1179.0,9,2024-11-17,kotlin
2dust,v2rayNG,https://github.com/2dust/v2rayNG,"A V2Ray client for Android, support Xray core and v2fly core",Kotlin,36129.0,5513.0,30,2024-11-17,kotlin
fumiama,copymanga,https://github.com/fumiama/copymanga,拷贝漫画的第三方APP，优化阅读/下载体验,Kotlin,2475.0,62.0,9,2024-11-17,kotlin
z-huang,InnerTune,https://github.com/z-huang/InnerTune,A Material 3 YouTube Music client for Android,Kotlin,4724.0,287.0,10,2024-11-17,kotlin
keiyoushi,extensions-source,https://github.com/keiyoushi/extensions-source,Source code of extensions for Tachiyomi/Mihon and variants.,Kotlin,2184.0,486.0,5,2024-11-17,kotlin
LawnchairLauncher,lawnicons,https://github.com/LawnchairLauncher/lawnicons,Adds themed icons to Lawnchair.,Kotlin,1388.0,463.0,2,2024-11-17,kotlin
ethereum-lists,chains,https://github.com/ethereum-lists/chains,provides metadata for chains,Kotlin,8854.0,6630.0,1,2024-11-17,kotlin
keiyoushi,extensions-source,https://github.com/keiyoushi/extensions-source,Source code of extensions for Tachiyomi/Mihon and variants.,Kotlin,2191.0,487.0,5,2024-11-18,kotlin
amir1376,ab-download-manager,https://github.com/amir1376/ab-download-manager,A Download Manager that speeds up your downloads,Kotlin,2982.0,147.0,89,2024-11-18,kotlin
recloudstream,cloudstream,https://github.com/recloudstream/cloudstream,Android app for streaming and downloading media.,Kotlin,6771.0,542.0,5,2024-11-18,kotlin
aniyomiorg,aniyomi,https://github.com/aniyomiorg/aniyomi,An app for manga and anime,Kotlin,5114.0,319.0,6,2024-11-18,kotlin
JunkFood02,Seal,https://github.com/JunkFood02/Seal,"🦭 Video/Audio Downloader for Android, based on yt-dlp, designed with Material You",Kotlin,11755.0,509.0,28,2024-11-18,kotlin
home-assistant,android,https://github.com/home-assistant/android,📱 Home Assistant Companion for Android,Kotlin,2335.0,653.0,1,2024-11-18,kotlin
VREMSoftwareDevelopment,WiFiAnalyzer,https://github.com/VREMSoftwareDevelopment/WiFiAnalyzer,Android application to analyze WiFi signals.,Kotlin,3550.0,623.0,6,2024-11-18,kotlin
Nain57,Smart-AutoClicker,https://github.com/Nain57/Smart-AutoClicker,An open-source auto clicker on images for Android,Kotlin,2033.0,360.0,5,2024-11-18,kotlin
libre-tube,LibreTube,https://github.com/libre-tube/LibreTube,"An alternative frontend for YouTube, for Android.",Kotlin,8753.0,445.0,7,2024-11-18,kotlin
FooIbar,EhViewer,https://github.com/FooIbar/EhViewer,"EhViewer overhauled with Material Design 3 and more, forked from https://github.com/Ehviewer-Overhauled/Ehviewer",Kotlin,2507.0,97.0,3,2024-11-18,kotlin
gedoor,legado,https://github.com/gedoor/legado,"Legado 3.0 Book Reader with powerful controls & full functions❤️阅读3.0, 阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。",Kotlin,29924.0,3921.0,38,2024-11-18,kotlin
CCBlueX,LiquidBounce,https://github.com/CCBlueX/LiquidBounce,A free mixin-based injection hacked client for Minecraft using the Fabric API,Kotlin,1485.0,485.0,1,2024-11-18,kotlin
mpv-android,mpv-android,https://github.com/mpv-android/mpv-android,#mpv-android @ libera.chat,Kotlin,2145.0,266.0,2,2024-11-18,kotlin
2dust,v2rayNG,https://github.com/2dust/v2rayNG,"A V2Ray client for Android, support Xray core and v2fly core",Kotlin,36158.0,5515.0,34,2024-11-18,kotlin
ReVanced,revanced-patches,https://github.com/ReVanced/revanced-patches,🧩 Patches for ReVanced,Kotlin,2488.0,289.0,9,2024-11-18,kotlin
jarnedemeulemeester,findroid,https://github.com/jarnedemeulemeester/findroid,Third-party native Jellyfin Android app,Kotlin,2663.0,165.0,6,2024-11-18,kotlin
d4rken-org,sdmaid-se,https://github.com/d4rken-org/sdmaid-se,SD Maid 2/SE is Android's most thorough cleaning tool.,Kotlin,2746.0,430.0,2,2024-11-18,kotlin
zacharee,InstallWithOptions,https://github.com/zacharee/InstallWithOptions,Simple-ish app using Shizuku to install APKs on-device with advanced options,Kotlin,1030.0,47.0,5,2024-11-18,kotlin
Ivy-Apps,ivy-wallet,https://github.com/Ivy-Apps/ivy-wallet,"Ivy Wallet is an open-source money manager app for Android, no longer maintained. You can fork the code or download the final version from Google Play.",Kotlin,2793.0,665.0,5,2024-11-08,kotlin
Arturo254,OpenTune,https://github.com/Arturo254/OpenTune,"Un cliente de YouTube Music con Material Design 3, para Android",Kotlin,228.0,12.0,10,2024-11-08,kotlin
simondankelmann,Bluetooth-LE-Spam,https://github.com/simondankelmann/Bluetooth-LE-Spam,No description,Kotlin,3951.0,307.0,7,2024-11-08,kotlin
ktorio,ktor,https://github.com/ktorio/ktor,Framework for quickly creating connected applications in Kotlin with minimal effort,Kotlin,13000.0,1060.0,8,2024-11-08,kotlin
JetBrains,kotlin,https://github.com/JetBrains/kotlin,The Kotlin Programming Language.,Kotlin,49340.0,5764.0,18,2024-11-08,kotlin
google-developer-training,basic-android-kotlin-compose-birthday-card-app,https://github.com/google-developer-training/basic-android-kotlin-compose-birthday-card-app,No description,Kotlin,121.0,95.0,0,2024-11-08,kotlin
oblador,react-native-keychain,https://github.com/oblador/react-native-keychain,🔑 Keychain Access for React Native,Kotlin,3198.0,520.0,1,2024-11-08,kotlin
z-huang,InnerTune,https://github.com/z-huang/InnerTune,A Material 3 YouTube Music client for Android,Kotlin,4648.0,287.0,11,2024-11-08,kotlin
XayahSuSuSu,Android-DataBackup,https://github.com/XayahSuSuSu/Android-DataBackup,DataBackup for Android 7.0+,Kotlin,3668.0,144.0,8,2024-11-08,kotlin
square,okhttp,https://github.com/square/okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",Kotlin,45854.0,9159.0,2,2024-11-08,kotlin
signalapp,Signal-Android,https://github.com/signalapp/Signal-Android,A private messenger for Android.,Kotlin,25631.0,6156.0,7,2024-11-08,kotlin
JetBrains,compose-multiplatform,https://github.com/JetBrains/compose-multiplatform,"Compose Multiplatform, a modern UI framework for Kotlin that makes building performant and beautiful user interfaces easy and enjoyable.",Kotlin,16231.0,1176.0,9,2024-11-08,kotlin
mobile-dev-inc,maestro,https://github.com/mobile-dev-inc/maestro,Painless Mobile UI Automation,Kotlin,5844.0,276.0,4,2024-11-08,kotlin
getsentry,sentry-java,https://github.com/getsentry/sentry-java,"A Sentry SDK for Java, Android and other JVM languages.",Kotlin,1155.0,435.0,0,2024-11-08,kotlin
android,codelab-android-compose,https://github.com/android/codelab-android-compose,No description,Kotlin,1452.0,660.0,0,2024-11-08,kotlin
grpc,grpc-kotlin,https://github.com/grpc/grpc-kotlin,Kotlin gRPC implementation. HTTP/2 based RPC,Kotlin,1202.0,166.0,0,2024-11-08,kotlin
stripe,stripe-android,https://github.com/stripe/stripe-android,Stripe Android SDK,Kotlin,1285.0,645.0,2,2024-11-08,kotlin
CCBlueX,LiquidBounce,https://github.com/CCBlueX/LiquidBounce,A free mixin-based injection hacked client for Minecraft using the Fabric API,Kotlin,1476.0,479.0,4,2024-11-08,kotlin
wordpress-mobile,WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android,WordPress for Android,Kotlin,2984.0,1325.0,3,2024-11-08,kotlin
coil-kt,coil,https://github.com/coil-kt/coil,Image loading for Android and Compose Multiplatform.,Kotlin,10795.0,660.0,4,2024-11-08,kotlin
android,nowinandroid,https://github.com/android/nowinandroid,A fully functional Android app built entirely with Kotlin and Jetpack Compose,Kotlin,17137.0,3131.0,56,2024-11-21,kotlin
square,okhttp,https://github.com/square/okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",Kotlin,45891.0,9161.0,8,2024-11-21,kotlin
CymChad,BaseRecyclerViewAdapterHelper,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,BRVAH:Powerful and flexible RecyclerAdapter,Kotlin,24348.0,5163.0,3,2024-11-21,kotlin
T8RIN,ImageToolbox,https://github.com/T8RIN/ImageToolbox,"🖼️ Image Toolbox is a powerful app for advanced image manipulation. It offers dozens of features, from basic tools like crop and draw to filters, OCR, and a wide range of image processing options",Kotlin,4049.0,191.0,9,2024-11-21,kotlin
JetBrains,ideavim,https://github.com/JetBrains/ideavim,IdeaVim – A Vim engine for JetBrains IDEs,Kotlin,9323.0,750.0,4,2024-11-21,kotlin
thunderbird,thunderbird-android,https://github.com/thunderbird/thunderbird-android,Thunderbird for Android – Open Source Email App for Android (fka K-9 Mail),Kotlin,11014.0,2508.0,10,2024-11-21,kotlin
hectorqin,reader,https://github.com/hectorqin/reader,阅读3服务器版，桌面端，iOS可用。后端 Kotlin + Spring Boot + Vert.x + Coroutine ；前端 Vue.js + Element。麻烦点点star，关注一下公众号【假装大佬】❗️ Demo服务器由于未备案已被关停，建议自行搭建,Kotlin,8353.0,5235.0,11,2024-11-21,kotlin
simondankelmann,Bluetooth-LE-Spam,https://github.com/simondankelmann/Bluetooth-LE-Spam,No description,Kotlin,3997.0,307.0,12,2024-11-21,kotlin
android,platform-samples,https://github.com/android/platform-samples,A collection of samples of different Android OS platform APIs.,Kotlin,1154.0,249.0,2,2024-11-21,kotlin
mobile-dev-inc,maestro,https://github.com/mobile-dev-inc/maestro,Painless Mobile UI Automation,Kotlin,5880.0,281.0,2,2024-11-21,kotlin
JetBrains,kotlin,https://github.com/JetBrains/kotlin,The Kotlin Programming Language.,Kotlin,49427.0,5776.0,11,2024-11-21,kotlin
alibaba,p3c,https://github.com/alibaba/p3c,Alibaba Java Coding Guidelines pmd implements and IDE plugin,Kotlin,30482.0,8066.0,2,2024-11-21,kotlin
android,compose-samples,https://github.com/android/compose-samples,Official Jetpack Compose samples.,Kotlin,20311.0,4831.0,12,2024-11-21,kotlin
square,leakcanary,https://github.com/square/leakcanary,A memory leak detection library for Android.,Kotlin,29430.0,3969.0,2,2024-11-21,kotlin
osfans,trime,https://github.com/osfans/trime,同文安卓輸入法平臺3.x/Android-rime/Rime Input Method Engine for Android,Kotlin,3156.0,376.0,2,2024-11-21,kotlin
2dust,v2rayNG,https://github.com/2dust/v2rayNG,"A V2Ray client for Android, support Xray core and v2fly core",Kotlin,36223.0,5527.0,28,2024-11-21,kotlin
lottie-react-native,lottie-react-native,https://github.com/lottie-react-native/lottie-react-native,Lottie wrapper for React Native.,Kotlin,16756.0,1777.0,5,2024-11-21,kotlin
mpv-android,mpv-android,https://github.com/mpv-android/mpv-android,#mpv-android @ libera.chat,Kotlin,2158.0,269.0,6,2024-11-21,kotlin
signalapp,Signal-Android,https://github.com/signalapp/Signal-Android,A private messenger for Android.,Kotlin,25666.0,6162.0,6,2024-11-21,kotlin
android,architecture-samples,https://github.com/android/architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,Kotlin,44507.0,11655.0,5,2024-11-21,kotlin
ReVanced,revanced-cli,https://github.com/ReVanced/revanced-cli,💻 Command-line application to use ReVanced,Kotlin,1081.0,169.0,5,2024-11-21,kotlin
BelledonneCommunications,linphone-android,https://github.com/BelledonneCommunications/linphone-android,Linphone.org mirror for linphone-android (https://gitlab.linphone.org/BC/public/linphone-android),Kotlin,1130.0,692.0,1,2024-11-21,kotlin
gedoor,legado,https://github.com/gedoor/legado,"Legado 3.0 Book Reader with powerful controls & full functions❤️阅读3.0, 阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。",Kotlin,30010.0,3937.0,28,2024-11-21,kotlin
kizitonwose,Calendar,https://github.com/kizitonwose/Calendar,A highly customizable calendar view and compose library for Android and Kotlin Multiplatform.,Kotlin,4772.0,509.0,2,2024-11-21,kotlin
gkd-kit,gkd,https://github.com/gkd-kit/gkd,"基于无障碍，高级选择器，订阅规则的自定义屏幕点击 Android 应用 | An Android APP with custom screen tapping based on Accessibility, Advanced Selectors, and Subscription Rules",Kotlin,21886.0,1109.0,78,2024-11-10,kotlin
RikkaApps,Shizuku,https://github.com/RikkaApps/Shizuku,Using system APIs directly with adb/root privileges from normal apps through a Java process started with app_process.,Kotlin,11113.0,643.0,18,2024-11-10,kotlin
lizongying,my-tv-0,https://github.com/lizongying/my-tv-0,電視網絡視頻播放軟件，可以自定義視頻源,Kotlin,1937.0,276.0,7,2024-11-10,kotlin
d4rken-org,sdmaid-se,https://github.com/d4rken-org/sdmaid-se,SD Maid 2/SE is Android's most thorough cleaning tool.,Kotlin,2720.0,422.0,8,2024-11-10,kotlin
karasevm,PrivateDNSAndroid,https://github.com/karasevm/PrivateDNSAndroid,Quick settings tile to switch active private DNS server,Kotlin,405.0,44.0,2,2024-11-10,kotlin
keiyoushi,extensions-source,https://github.com/keiyoushi/extensions-source,Source code of extensions for Tachiyomi/Mihon and variants.,Kotlin,2149.0,479.0,3,2024-11-10,kotlin
ReVanced,revanced-patches,https://github.com/ReVanced/revanced-patches,🧩 Patches for ReVanced,Kotlin,2432.0,284.0,4,2024-11-10,kotlin
libre-tube,LibreTube,https://github.com/libre-tube/LibreTube,"An alternative frontend for YouTube, for Android.",Kotlin,8718.0,447.0,9,2024-11-10,kotlin
aniyomiorg,aniyomi,https://github.com/aniyomiorg/aniyomi,An app for manga and anime,Kotlin,5093.0,315.0,7,2024-11-10,kotlin
2dust,v2rayNG,https://github.com/2dust/v2rayNG,"A V2Ray client for Android, support Xray core and v2fly core",Kotlin,35943.0,5495.0,33,2024-11-10,kotlin
iamr0s,Dhizuku,https://github.com/iamr0s/Dhizuku,A Android Application for share DeviceOwner,Kotlin,1300.0,46.0,11,2024-11-10,kotlin
Nain57,Smart-AutoClicker,https://github.com/Nain57/Smart-AutoClicker,An open-source auto clicker on images for Android,Kotlin,2010.0,355.0,4,2024-11-10,kotlin
crimera,piko,https://github.com/crimera/piko,revanced-patches for twitter,Kotlin,941.0,31.0,3,2024-11-10,kotlin
YenalyLiew,Han1meViewer,https://github.com/YenalyLiew/Han1meViewer,An Unofficial Hanime1.me Application for Android.,Kotlin,1800.0,130.0,4,2024-11-10,kotlin
home-assistant,android,https://github.com/home-assistant/android,📱 Home Assistant Companion for Android,Kotlin,2325.0,650.0,1,2024-11-10,kotlin
tiann,KernelSU,https://github.com/tiann/KernelSU,A Kernel based root solution for Android,Kotlin,10390.0,1699.0,9,2024-11-10,kotlin
ankidroid,Anki-Android,https://github.com/ankidroid/Anki-Android,AnkiDroid: Anki flashcards on Android. Your secret trick to achieve superhuman information retention.,Kotlin,8668.0,2238.0,5,2024-11-10,kotlin
recloudstream,cloudstream,https://github.com/recloudstream/cloudstream,Android app for streaming and downloading media.,Kotlin,6749.0,538.0,3,2024-11-10,kotlin
MatsuriDayo,NekoBoxForAndroid,https://github.com/MatsuriDayo/NekoBoxForAndroid,NekoBox for Android / sing-box / universal proxy toolchain for Android,Kotlin,11720.0,986.0,18,2024-11-10,kotlin
signalapp,Signal-Android,https://github.com/signalapp/Signal-Android,A private messenger for Android.,Kotlin,25634.0,6157.0,4,2024-11-10,kotlin
bmax121,APatch,https://github.com/bmax121/APatch,The patching of Android kernel and Android system,Kotlin,4595.0,343.0,12,2024-11-10,kotlin
mamoe,mirai,https://github.com/mamoe/mirai,高效率 QQ 机器人支持库,Kotlin,14474.0,2543.0,5,2024-11-10,kotlin
jarnedemeulemeester,findroid,https://github.com/jarnedemeulemeester/findroid,Third-party native Jellyfin Android app,Kotlin,2641.0,163.0,5,2024-11-10,kotlin
jellyfin,jellyfin-androidtv,https://github.com/jellyfin/jellyfin-androidtv,Android TV Client for Jellyfin,Kotlin,2867.0,489.0,1,2024-11-16,kotlin
amir1376,ab-download-manager,https://github.com/amir1376/ab-download-manager,A Download Manager that speeds up your downloads,Kotlin,2806.0,130.0,27,2024-11-16,kotlin
pppscn,SmsForwarder,https://github.com/pppscn/SmsForwarder,短信转发器——监控Android手机短信、来电、APP通知，并根据指定规则转发到其他手机：钉钉群自定义机器人、钉钉企业内机器人、企业微信群机器人、飞书机器人、企业微信应用消息、邮箱、bark、webhook、Telegram机器人、Server酱、PushPlus、手机短信等。包括主动控制服务端与客户端，让你轻松远程发短信、查短信、查通话、查话簿、查电量等。（V3.0 新增）PS.这个APK主要是学习与自用，如有BUG请提ISSUE，同时欢迎大家提PR指正,Kotlin,18519.0,2458.0,15,2024-11-16,kotlin
JetBrains,compose-multiplatform,https://github.com/JetBrains/compose-multiplatform,"Compose Multiplatform, a modern UI framework for Kotlin that makes building performant and beautiful user interfaces easy and enjoyable.",Kotlin,16276.0,1179.0,8,2024-11-16,kotlin
android,nowinandroid,https://github.com/android/nowinandroid,A fully functional Android app built entirely with Kotlin and Jetpack Compose,Kotlin,16987.0,3105.0,7,2024-11-16,kotlin
Kotlin,kotlinx.coroutines,https://github.com/Kotlin/kotlinx.coroutines,Library support for Kotlin coroutines,Kotlin,13066.0,1848.0,2,2024-11-16,kotlin
fumiama,copymanga,https://github.com/fumiama/copymanga,拷贝漫画的第三方APP，优化阅读/下载体验,Kotlin,2468.0,62.0,15,2024-11-16,kotlin
Droid-ify,client,https://github.com/Droid-ify/client,F-Droid client with Material UI.,Kotlin,3940.0,82.0,15,2024-11-16,kotlin
tanujnotes,Olauncher,https://github.com/tanujnotes/Olauncher,Minimal AF Launcher for Android. Reduce your screen time. Daily wallpapers.,Kotlin,2084.0,223.0,3,2024-11-16,kotlin
android,sunflower,https://github.com/android/sunflower,A gardening app illustrating Android development best practices with migrating a View-based app to Jetpack Compose.,Kotlin,17665.0,4710.0,1,2024-11-16,kotlin
chenxiaolong,BCR,https://github.com/chenxiaolong/BCR,A Basic Call Recorder for rooted Android devices,Kotlin,1754.0,113.0,7,2024-11-16,kotlin
d4rken-org,sdmaid-se,https://github.com/d4rken-org/sdmaid-se,SD Maid 2/SE is Android's most thorough cleaning tool.,Kotlin,2742.0,430.0,4,2024-11-16,kotlin
alibaba,p3c,https://github.com/alibaba/p3c,Alibaba Java Coding Guidelines pmd implements and IDE plugin,Kotlin,30473.0,8063.0,4,2024-11-16,kotlin
JetBrains,intellij-platform-plugin-template,https://github.com/JetBrains/intellij-platform-plugin-template,Template repository for creating plugins for IntelliJ Platform,Kotlin,3159.0,641.0,2,2024-11-16,kotlin
Kotlin,kotlinx.serialization,https://github.com/Kotlin/kotlinx.serialization,Kotlin multiplatform / multi-format serialization,Kotlin,5421.0,620.0,2,2024-11-16,kotlin
google,ksp,https://github.com/google/ksp,Kotlin Symbol Processing API,Kotlin,2886.0,274.0,2,2024-11-16,kotlin
awslabs,aws-sdk-kotlin,https://github.com/awslabs/aws-sdk-kotlin,Multiplatform AWS SDK for Kotlin,Kotlin,412.0,49.0,1,2024-11-16,kotlin
duckduckgo,Android,https://github.com/duckduckgo/Android,DuckDuckGo Android App,Kotlin,3853.0,909.0,3,2024-11-16,kotlin
JetBrains,kotlin,https://github.com/JetBrains/kotlin,The Kotlin Programming Language.,Kotlin,49391.0,5770.0,5,2024-11-16,kotlin
JetBrains,Exposed,https://github.com/JetBrains/Exposed,Kotlin SQL Framework,Kotlin,8369.0,694.0,2,2024-11-16,kotlin
rnmapbox,maps,https://github.com/rnmapbox/maps,A Mapbox react native module for creating custom maps,Kotlin,2266.0,849.0,1,2024-11-16,kotlin
lavalink-devs,Lavalink,https://github.com/lavalink-devs/Lavalink,Standalone audio sending node based on Lavaplayer.,Kotlin,1585.0,672.0,1,2024-11-16,kotlin
mpv-android,mpv-android,https://github.com/mpv-android/mpv-android,#mpv-android @ libera.chat,Kotlin,2140.0,264.0,3,2024-11-16,kotlin
ethereum-lists,chains,https://github.com/ethereum-lists/chains,provides metadata for chains,Kotlin,8846.0,6624.0,7,2024-11-14,kotlin
android,architecture-samples,https://github.com/android/architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,Kotlin,44485.0,11651.0,4,2024-11-14,kotlin
fumiama,copymanga,https://github.com/fumiama/copymanga,拷贝漫画的第三方APP，优化阅读/下载体验,Kotlin,2435.0,62.0,23,2024-11-14,kotlin
amir1376,ab-download-manager,https://github.com/amir1376/ab-download-manager,A Download Manager that speeds up your downloads,Kotlin,2743.0,124.0,69,2024-11-14,kotlin
wikimedia,apps-android-wikipedia,https://github.com/wikimedia/apps-android-wikipedia,📱The official Wikipedia app for Android!,Kotlin,2394.0,625.0,1,2024-11-14,kotlin
YiiGuxing,TranslationPlugin,https://github.com/YiiGuxing/TranslationPlugin,Translation plugin for IntelliJ based IDEs/Android Studio.,Kotlin,11336.0,789.0,8,2024-11-14,kotlin
square,okhttp,https://github.com/square/okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",Kotlin,45871.0,9158.0,3,2024-11-14,kotlin
MM2-0,Kvaesitso,https://github.com/MM2-0/Kvaesitso,A search-focused Android launcher,Kotlin,2501.0,86.0,2,2024-11-14,kotlin
android,compose-samples,https://github.com/android/compose-samples,Official Jetpack Compose samples.,Kotlin,20254.0,4819.0,5,2024-11-14,kotlin
android,sunflower,https://github.com/android/sunflower,A gardening app illustrating Android development best practices with migrating a View-based app to Jetpack Compose.,Kotlin,17663.0,4708.0,3,2024-11-14,kotlin
JetBrains,kotlin,https://github.com/JetBrains/kotlin,The Kotlin Programming Language.,Kotlin,49378.0,5769.0,12,2024-11-14,kotlin
JetBrains,compose-multiplatform,https://github.com/JetBrains/compose-multiplatform,"Compose Multiplatform, a modern UI framework for Kotlin that makes building performant and beautiful user interfaces easy and enjoyable.",Kotlin,16261.0,1177.0,4,2024-11-14,kotlin
z-huang,InnerTune,https://github.com/z-huang/InnerTune,A Material 3 YouTube Music client for Android,Kotlin,4704.0,289.0,10,2024-11-14,kotlin
deniscerri,ytdlnis,https://github.com/deniscerri/ytdlnis,Android Video/Audio Downloader app using yt-dlp,Kotlin,4071.0,145.0,9,2024-11-14,kotlin
android,nowinandroid,https://github.com/android/nowinandroid,A fully functional Android app built entirely with Kotlin and Jetpack Compose,Kotlin,16972.0,3101.0,14,2024-11-14,kotlin
getsentry,sentry-java,https://github.com/getsentry/sentry-java,"A Sentry SDK for Java, Android and other JVM languages.",Kotlin,1158.0,435.0,2,2024-11-14,kotlin
android,camera-samples,https://github.com/android/camera-samples,Multiple samples showing the best practices in camera APIs on Android.,Kotlin,5019.0,2347.0,1,2024-11-14,kotlin
android,snippets,https://github.com/android/snippets,Main repository for snippets surfaced on developer.android.com.,Kotlin,689.0,176.0,4,2024-11-14,kotlin
oblador,react-native-keychain,https://github.com/oblador/react-native-keychain,🔑 Keychain Access for React Native,Kotlin,3202.0,521.0,1,2024-11-14,kotlin
GuoXiCheng,SKIP,https://github.com/GuoXiCheng/SKIP,自动跳过APP开屏广告,Kotlin,2531.0,138.0,8,2024-11-14,kotlin
android,nowinandroid,https://github.com/android/nowinandroid,A fully functional Android app built entirely with Kotlin and Jetpack Compose,Kotlin,17286.0,3137.0,206,2024-11-22,kotlin
JetBrains,kotlin,https://github.com/JetBrains/kotlin,The Kotlin Programming Language.,Kotlin,49436.0,5777.0,14,2024-11-22,kotlin
2dust,v2rayNG,https://github.com/2dust/v2rayNG,"A V2Ray client for Android, support Xray core and v2fly core",Kotlin,36256.0,5530.0,37,2024-11-22,kotlin
simondankelmann,Bluetooth-LE-Spam,https://github.com/simondankelmann/Bluetooth-LE-Spam,No description,Kotlin,3999.0,309.0,1,2024-11-22,kotlin
YenalyLiew,Han1meViewer,https://github.com/YenalyLiew/Han1meViewer,An Unofficial Hanime1.me Application for Android.,Kotlin,1863.0,131.0,23,2024-11-22,kotlin
android,compose-samples,https://github.com/android/compose-samples,Official Jetpack Compose samples.,Kotlin,20324.0,4832.0,15,2024-11-22,kotlin
ReVanced,revanced-cli,https://github.com/ReVanced/revanced-cli,💻 Command-line application to use ReVanced,Kotlin,1087.0,170.0,7,2024-11-22,kotlin
Kotlin,kotlinx.coroutines,https://github.com/Kotlin/kotlinx.coroutines,Library support for Kotlin coroutines,Kotlin,13073.0,1849.0,4,2024-11-22,kotlin
lottie-react-native,lottie-react-native,https://github.com/lottie-react-native/lottie-react-native,Lottie wrapper for React Native.,Kotlin,16758.0,1777.0,2,2024-11-22,kotlin
signalapp,Signal-Android,https://github.com/signalapp/Signal-Android,A private messenger for Android.,Kotlin,25670.0,6162.0,8,2024-11-22,kotlin
JetBrains,ideavim,https://github.com/JetBrains/ideavim,IdeaVim – A Vim engine for JetBrains IDEs,Kotlin,9329.0,750.0,6,2024-11-22,kotlin
LibChecker,LibChecker,https://github.com/LibChecker/LibChecker,An app to view libraries used in apps in your device.,Kotlin,4591.0,310.0,10,2024-11-22,kotlin
JetBrains,Exposed,https://github.com/JetBrains/Exposed,Kotlin SQL Framework,Kotlin,8387.0,693.0,5,2024-11-22,kotlin
duckduckgo,Android,https://github.com/duckduckgo/Android,DuckDuckGo Android App,Kotlin,3857.0,910.0,2,2024-11-22,kotlin
kizitonwose,Calendar,https://github.com/kizitonwose/Calendar,A highly customizable calendar view and compose library for Android and Kotlin Multiplatform.,Kotlin,4774.0,509.0,2,2024-11-22,kotlin
stripe,stripe-android,https://github.com/stripe/stripe-android,Stripe Android SDK,Kotlin,1296.0,650.0,0,2024-11-22,kotlin
aws,aws-toolkit-jetbrains,https://github.com/aws/aws-toolkit-jetbrains,AWS Toolkit for JetBrains - a plugin for interacting with AWS from JetBrains IDEs,Kotlin,765.0,224.0,1,2024-11-22,kotlin
gedoor,legado,https://github.com/gedoor/legado,"Legado 3.0 Book Reader with powerful controls & full functions❤️阅读3.0, 阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。",Kotlin,30048.0,3938.0,38,2024-11-22,kotlin
square,okhttp,https://github.com/square/okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",Kotlin,45893.0,9160.0,2,2024-11-22,kotlin
bmax121,APatch,https://github.com/bmax121/APatch,The patching of Android kernel and Android system,Kotlin,4693.0,356.0,5,2024-11-22,kotlin
ReVanced,revanced-patches,https://github.com/ReVanced/revanced-patches,🧩 Patches for ReVanced,Kotlin,,,7,2024-11-07,kotlin
Ivy-Apps,ivy-wallet,https://github.com/Ivy-Apps/ivy-wallet,"Ivy Wallet is an open-source money manager app for Android, no longer maintained. You can fork the code or download the final version from Google Play.",Kotlin,,,6,2024-11-07,kotlin
JetBrains,compose-multiplatform,https://github.com/JetBrains/compose-multiplatform,"Compose Multiplatform, a modern UI framework for Kotlin that makes building performant and beautiful user interfaces easy and enjoyable.",Kotlin,,,9,2024-11-07,kotlin
android,architecture-samples,https://github.com/android/architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,Kotlin,,,6,2024-11-07,kotlin
Arturo254,OpenTune,https://github.com/Arturo254/OpenTune,"Un cliente de YouTube Music con Material Design 3, para Android",Kotlin,,,13,2024-11-07,kotlin
android,nowinandroid,https://github.com/android/nowinandroid,A fully functional Android app built entirely with Kotlin and Jetpack Compose,Kotlin,,,9,2024-11-07,kotlin
androidx,androidx,https://github.com/androidx/androidx,Development environment for Android Jetpack extension libraries under the androidx namespace. Synchronized with Android Jetpack's primary development branch on AOSP.,Kotlin,,,1,2024-11-07,kotlin
coil-kt,coil,https://github.com/coil-kt/coil,Image loading for Android and Compose Multiplatform.,Kotlin,,,6,2024-11-07,kotlin
InsertKoinIO,koin,https://github.com/InsertKoinIO/koin,Koin - a pragmatic lightweight dependency injection framework for Kotlin & Kotlin Multiplatform,Kotlin,,,4,2024-11-07,kotlin
square,leakcanary,https://github.com/square/leakcanary,A memory leak detection library for Android.,Kotlin,,,1,2024-11-07,kotlin
